,date,total_cases,new_cases,weekly_new_cases_average,new_cases_yesterday,new_deaths,weeky_new_deaths_average,new_deaths_yesterday,new_tests,weekly_new_tests_average,new_tests_yesterday,positive_rate,total_vaccinations,total_vaccinations_yesterday,people_vaccinated,people_vaccinated_yesterday,people_fully_vaccinated,people_fully_vaccinated_yesterday,stringency_index,driving,transit,walking,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-03-01,2020-03-01,32.0,7.0,1.0,8.0,0.0,0.0,1.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,101.04,85.31,102.29,13.0,9.0,18.0,7.0,3.0,-1.0
2020-03-02,2020-03-02,55.0,23.0,2.0,7.0,5.0,0.0,0.0,521.0,53.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,107.73,98.06,99.2,7.0,6.0,10.0,2.0,3.0,-1.0
2020-03-03,2020-03-03,74.0,19.0,6.0,23.0,1.0,1.0,5.0,913.0,128.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,112.98,100.26,104.76,11.0,10.0,20.0,3.0,2.0,-1.0
2020-03-04,2020-03-04,107.0,33.0,8.0,19.0,4.0,1.0,1.0,896.0,258.0,913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,113.05,101.5,104.61,8.0,6.0,17.0,2.0,3.0,-1.0
2020-03-05,2020-03-05,184.0,77.0,13.0,33.0,1.0,2.0,4.0,1199.0,386.0,896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.37,119.74,103.53,111.67,8.0,7.0,21.0,2.0,3.0,-1.0
2020-03-06,2020-03-06,237.0,53.0,24.0,77.0,2.0,2.0,1.0,1523.0,557.0,1199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.37,139.98,111.5,133.94,5.0,3.0,12.0,2.0,2.0,-1.0
2020-03-07,2020-03-07,403.0,166.0,31.0,53.0,3.0,2.0,2.0,1789.0,775.0,1523.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,20.37,137.37,107.32,155.7,10.0,8.0,29.0,7.0,5.0,-1.0
2020-03-08,2020-03-08,519.0,116.0,54.0,166.0,4.0,2.0,3.0,1666.0,1030.0,1789.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,20.37,101.64,84.23,107.77,10.0,7.0,40.0,5.0,2.0,-1.0
2020-03-09,2020-03-09,594.0,75.0,70.0,116.0,1.0,3.0,4.0,2297.0,1215.0,1666.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,20.37,109.65,97.1,105.33,6.0,6.0,31.0,-1.0,0.0,0.0
2020-03-10,2020-03-10,782.0,188.0,77.0,75.0,6.0,2.0,1.0,3297.0,1469.0,2297.0,0.076,0.0,0.0,0.0,0.0,0.0,0.0,20.37,111.34,92.48,103.06,6.0,7.0,18.0,-3.0,-2.0,1.0
2020-03-11,2020-03-11,1147.0,365.0,101.0,188.0,5.0,3.0,6.0,4653.0,1810.0,3297.0,0.076,0.0,0.0,0.0,0.0,0.0,0.0,21.76,110.97,89.97,102.34,8.0,10.0,26.0,-2.0,-1.0,0.0
2020-03-12,2020-03-12,1586.0,439.0,149.0,365.0,10.0,3.0,5.0,8540.0,2346.0,4653.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,30.09,108.49,79.08,96.43,6.0,23.0,19.0,-6.0,-3.0,1.0
2020-03-13,2020-03-13,2219.0,633.0,200.0,439.0,8.0,4.0,10.0,11407.0,3395.0,8540.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,30.09,117.01,76.78,105.88,2.0,26.0,4.0,-10.0,-7.0,3.0
2020-03-14,2020-03-14,2978.0,759.0,283.0,633.0,7.0,5.0,8.0,13009.0,4807.0,11407.0,0.051,0.0,0.0,0.0,0.0,0.0,0.0,35.65,102.87,64.59,105.24,-6.0,18.0,3.0,-10.0,-1.0,3.0
2020-03-15,2020-03-15,3212.0,234.0,368.0,759.0,12.0,6.0,7.0,14494.0,6410.0,13009.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,41.2,76.16,49.93,69.72,-9.0,12.0,5.0,-13.0,-7.0,3.0
2020-03-16,2020-03-16,4679.0,1467.0,385.0,234.0,27.0,7.0,12.0,27512.0,8242.0,14494.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,52.31,84.09,50.79,69.43,-8.0,21.0,-1.0,-22.0,-20.0,8.0
2020-03-17,2020-03-17,6512.0,1833.0,584.0,1467.0,37.0,11.0,27.0,39951.0,11845.0,27512.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,55.09,77.04,43.58,64.05,-18.0,14.0,8.0,-26.0,-27.0,11.0
2020-03-18,2020-03-18,9169.0,2657.0,819.0,1833.0,60.0,15.0,37.0,50542.0,17081.0,39951.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,55.09,72.84,39.63,59.26,-24.0,8.0,6.0,-30.0,-31.0,13.0
2020-03-19,2020-03-19,13663.0,4494.0,1146.0,2657.0,72.0,23.0,60.0,61284.0,23636.0,50542.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,67.13,70.21,36.76,56.3,-28.0,7.0,2.0,-36.0,-33.0,15.0
2020-03-20,2020-03-20,20030.0,6367.0,1725.0,4494.0,106.0,32.0,72.0,76591.0,31171.0,61284.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,67.13,74.33,35.8,59.59,-32.0,5.0,-2.0,-37.0,-36.0,16.0
2020-03-21,2020-03-21,26025.0,5995.0,2544.0,6367.0,103.0,46.0,106.0,75688.0,40483.0,76591.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,72.69,62.31,29.31,52.26,-40.0,-2.0,-3.0,-36.0,-24.0,12.0
2020-03-22,2020-03-22,34898.0,8873.0,3292.0,5995.0,121.0,60.0,103.0,74068.0,49437.0,75688.0,0.076,0.0,0.0,0.0,0.0,0.0,0.0,72.69,46.45,24.84,39.71,-44.0,-13.0,-12.0,-44.0,-31.0,11.0
2020-03-23,2020-03-23,46136.0,11238.0,4527.0,8873.0,192.0,75.0,121.0,79728.0,57948.0,74068.0,0.089,0.0,0.0,0.0,0.0,0.0,0.0,72.69,55.73,28.17,44.31,-38.0,-10.0,-23.0,-47.0,-41.0,17.0
2020-03-24,2020-03-24,56755.0,10619.0,5922.0,11238.0,243.0,99.0,192.0,104657.0,65407.0,79728.0,0.093,0.0,0.0,0.0,0.0,0.0,0.0,72.69,55.52,27.91,46.34,-39.0,-12.0,-10.0,-46.0,-45.0,19.0
2020-03-25,2020-03-25,68837.0,12082.0,7178.0,10619.0,333.0,128.0,243.0,114614.0,74651.0,104657.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,72.69,55.24,26.94,46.04,-40.0,-15.0,-7.0,-47.0,-46.0,19.0
2020-03-26,2020-03-26,86693.0,17856.0,8524.0,12082.0,419.0,167.0,333.0,129216.0,83804.0,114614.0,0.109,0.0,0.0,0.0,0.0,0.0,0.0,72.69,56.81,27.09,48.25,-40.0,-14.0,3.0,-48.0,-47.0,20.0
2020-03-27,2020-03-27,105383.0,18690.0,10433.0,17856.0,522.0,217.0,419.0,135914.0,93509.0,129216.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,72.69,62.22,28.07,51.95,-42.0,-16.0,-7.0,-49.0,-46.0,21.0
2020-03-28,2020-03-28,125013.0,19630.0,12193.0,18690.0,642.0,276.0,522.0,122476.0,101984.0,135914.0,0.131,0.0,0.0,0.0,0.0,0.0,0.0,72.69,52.56,23.83,44.42,-48.0,-19.0,-25.0,-49.0,-34.0,15.0
2020-03-29,2020-03-29,143912.0,18899.0,14141.0,19630.0,624.0,353.0,642.0,110862.0,108668.0,122476.0,0.136,0.0,0.0,0.0,0.0,0.0,0.0,72.69,42.96,22.39,38.29,-47.0,-22.0,-19.0,-51.0,-38.0,12.0
2020-03-30,2020-03-30,165987.0,22075.0,15573.0,18899.0,713.0,425.0,624.0,123199.0,113924.0,110862.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,72.69,53.53,26.51,45.36,-40.0,-18.0,-15.0,-50.0,-48.0,19.0
2020-03-31,2020-03-31,192301.0,26314.0,17122.0,22075.0,1085.0,499.0,713.0,142530.0,120134.0,123199.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,72.69,53.98,25.47,45.06,-40.0,-16.0,-16.0,-49.0,-49.0,20.0
2020-04-01,2020-04-01,224560.0,32259.0,19364.0,26314.0,1283.0,620.0,1085.0,153218.0,125544.0,142530.0,0.158,0.0,0.0,0.0,0.0,0.0,0.0,72.69,55.49,25.24,47.41,-37.0,-11.0,-7.0,-48.0,-49.0,20.0
2020-04-02,2020-04-02,256792.0,32232.0,22246.0,32259.0,1512.0,755.0,1283.0,162089.0,131059.0,153218.0,0.162,0.0,0.0,0.0,0.0,0.0,0.0,72.69,55.64,24.67,47.1,-40.0,-11.0,-9.0,-51.0,-50.0,21.0
2020-04-03,2020-04-03,289087.0,32295.0,24300.0,32232.0,1431.0,912.0,1512.0,169169.0,135755.0,162089.0,0.174,0.0,0.0,0.0,0.0,0.0,0.0,72.69,60.61,25.04,50.2,-42.0,-12.0,-21.0,-51.0,-50.0,22.0
2020-04-04,2020-04-04,321477.0,32390.0,26243.0,32295.0,1563.0,1041.0,1431.0,147460.0,140506.0,169169.0,0.181,0.0,0.0,0.0,0.0,0.0,0.0,72.69,52.22,22.42,45.77,-48.0,-15.0,-24.0,-50.0,-37.0,15.0
2020-04-05,2020-04-05,351354.0,29877.0,28066.0,32390.0,1615.0,1173.0,1563.0,138642.0,144075.0,147460.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,72.69,42.19,20.92,38.89,-49.0,-20.0,-20.0,-54.0,-40.0,13.0
2020-04-06,2020-04-06,382747.0,31393.0,29635.0,29877.0,1771.0,1315.0,1615.0,142740.0,148044.0,138642.0,0.199,0.0,0.0,0.0,0.0,0.0,0.0,72.69,53.73,24.71,46.94,-42.0,-16.0,-10.0,-52.0,-50.0,20.0
2020-04-07,2020-04-07,413516.0,30769.0,30966.0,31393.0,2575.0,1466.0,1771.0,180022.0,150835.0,142740.0,0.191,0.0,0.0,0.0,0.0,0.0,0.0,72.69,55.27,24.65,48.7,-42.0,-14.0,-2.0,-51.0,-51.0,21.0
2020-04-08,2020-04-08,444731.0,31215.0,31602.0,30769.0,2160.0,1679.0,2575.0,168130.0,156191.0,180022.0,0.193,0.0,0.0,0.0,0.0,0.0,0.0,72.69,56.21,24.51,48.77,-42.0,-15.0,-6.0,-51.0,-51.0,21.0
2020-04-09,2020-04-09,480667.0,35936.0,31453.0,31215.0,2203.0,1804.0,2160.0,174069.0,158322.0,168130.0,0.196,0.0,0.0,0.0,0.0,0.0,0.0,72.69,56.9,23.69,46.28,-43.0,-13.0,-21.0,-54.0,-52.0,22.0
2020-04-10,2020-04-10,515081.0,34414.0,31982.0,35936.0,2194.0,1903.0,2203.0,171544.0,160033.0,174069.0,0.195,0.0,0.0,0.0,0.0,0.0,0.0,72.69,63.87,24.31,51.97,-43.0,-13.0,-21.0,-54.0,-56.0,24.0
2020-04-11,2020-04-11,544183.0,29102.0,32285.0,34414.0,2127.0,2012.0,2194.0,210532.0,160372.0,171544.0,0.186,0.0,0.0,0.0,0.0,0.0,0.0,72.69,57.51,22.65,50.69,-45.0,-7.0,-16.0,-49.0,-38.0,14.0
2020-04-12,2020-04-12,571440.0,27257.0,31815.0,29102.0,1874.0,2092.0,2127.0,111747.0,169383.0,210532.0,0.193,0.0,0.0,0.0,0.0,0.0,0.0,72.69,37.42,19.06,34.2,-63.0,-39.0,-36.0,-56.0,-45.0,13.0
2020-04-13,2020-04-13,598380.0,26940.0,31441.0,27257.0,2009.0,2129.0,1874.0,114443.0,165541.0,111747.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,72.69,54.98,23.67,44.06,-45.0,-22.0,-31.0,-55.0,-51.0,21.0
2020-04-14,2020-04-14,627205.0,28825.0,30805.0,26940.0,2434.0,2163.0,2009.0,162275.0,161498.0,114443.0,0.188,0.0,0.0,0.0,0.0,0.0,0.0,72.69,59.3,24.44,48.68,-40.0,-16.0,-15.0,-50.0,-50.0,20.0
2020-04-15,2020-04-15,652611.0,25406.0,30527.0,28825.0,2612.0,2143.0,2434.0,172261.0,158963.0,162275.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,72.69,63.03,24.23,50.37,-36.0,-13.0,-16.0,-49.0,-49.0,20.0
2020-04-16,2020-04-16,682626.0,30015.0,29697.0,25406.0,2143.0,2208.0,2612.0,184030.0,159553.0,172261.0,0.179,0.0,0.0,0.0,0.0,0.0,0.0,72.69,64.11,24.06,50.64,-39.0,-13.0,-14.0,-50.0,-49.0,21.0
2020-04-17,2020-04-17,715656.0,33030.0,28851.0,30015.0,2110.0,2199.0,2143.0,197548.0,160976.0,184030.0,0.171,0.0,0.0,0.0,0.0,0.0,0.0,72.69,70.71,24.89,54.85,-42.0,-17.0,-22.0,-51.0,-48.0,22.0
2020-04-18,2020-04-18,743588.0,27932.0,28654.0,33030.0,1973.0,2187.0,2110.0,166774.0,164691.0,197548.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,72.69,65.07,22.89,52.49,-45.0,-15.0,-20.0,-47.0,-33.0,14.0
2020-04-19,2020-04-19,769684.0,26096.0,28486.0,27932.0,1971.0,2165.0,1973.0,133911.0,158440.0,166774.0,0.169,0.0,0.0,0.0,0.0,0.0,0.0,72.69,52.71,22.11,45.86,-45.0,-19.0,-10.0,-50.0,-37.0,11.0
2020-04-20,2020-04-20,799512.0,29828.0,28321.0,26096.0,2229.0,2179.0,1971.0,159498.0,161606.0,133911.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,72.69,65.15,26.13,53.87,-39.0,-16.0,-7.0,-49.0,-48.0,19.0
2020-04-21,2020-04-21,825429.0,25917.0,28733.0,29828.0,2514.0,2210.0,2229.0,221122.0,168042.0,159498.0,0.159,0.0,0.0,0.0,0.0,0.0,0.0,72.69,65.0,25.1,51.9,-38.0,-14.0,-8.0,-49.0,-49.0,20.0
2020-04-22,2020-04-22,854288.0,28859.0,28318.0,25917.0,2460.0,2222.0,2514.0,235347.0,176449.0,221122.0,0.151,0.0,0.0,0.0,0.0,0.0,0.0,72.69,66.49,25.09,52.86,-38.0,-14.0,-9.0,-48.0,-49.0,20.0
2020-04-23,2020-04-23,887858.0,33570.0,28811.0,28859.0,2456.0,2200.0,2460.0,232524.0,185461.0,235347.0,0.152,0.0,0.0,0.0,0.0,0.0,0.0,72.69,68.0,25.08,52.92,-40.0,-14.0,-14.0,-50.0,-49.0,21.0
2020-04-24,2020-04-24,920185.0,32327.0,29319.0,33570.0,2188.0,2245.0,2456.0,258812.0,192389.0,232524.0,0.145,0.0,0.0,0.0,0.0,0.0,0.0,72.69,76.68,25.99,58.89,-40.0,-16.0,-14.0,-50.0,-48.0,21.0
2020-04-25,2020-04-25,950581.0,30396.0,29218.0,32327.0,1711.0,2256.0,2188.0,219246.0,201141.0,258812.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,72.69,72.62,24.85,60.0,-41.0,-11.0,2.0,-42.0,-32.0,12.0
2020-04-26,2020-04-26,977082.0,26501.0,29570.0,30396.0,1399.0,2218.0,1711.0,171263.0,208637.0,219246.0,0.141,0.0,0.0,0.0,0.0,0.0,0.0,72.69,57.06,22.47,45.95,-42.0,-16.0,-11.0,-48.0,-36.0,11.0
2020-04-27,2020-04-27,1000785.0,23703.0,29628.0,26501.0,1508.0,2137.0,1399.0,225797.0,213973.0,171263.0,0.131,0.0,0.0,0.0,0.0,0.0,0.0,72.69,68.77,26.64,54.93,-35.0,-13.0,-4.0,-48.0,-46.0,18.0
2020-04-28,2020-04-28,1025362.0,24577.0,28753.0,23703.0,2224.0,2034.0,1508.0,268786.0,223444.0,225797.0,0.126,0.0,0.0,0.0,0.0,0.0,0.0,72.69,71.33,27.32,57.61,-34.0,-10.0,6.0,-45.0,-48.0,12.0
2020-04-29,2020-04-29,1051800.0,26438.0,28562.0,24577.0,2418.0,1992.0,2224.0,294567.0,230254.0,268786.0,0.121,0.0,0.0,0.0,0.0,0.0,0.0,72.69,71.86,26.84,56.67,-34.0,-11.0,-7.0,-46.0,-47.0,19.0
2020-04-30,2020-04-30,1081020.0,29220.0,28216.0,26438.0,2195.0,1986.0,2418.0,322049.0,238714.0,294567.0,0.112,0.0,0.0,0.0,0.0,0.0,0.0,72.69,74.98,26.66,57.81,-34.0,-9.0,-7.0,-47.0,-47.0,19.0
2020-05-01,2020-05-01,1115946.0,34926.0,27595.0,29220.0,1909.0,1949.0,2195.0,336744.0,251503.0,322049.0,0.107,0.0,0.0,0.0,0.0,0.0,0.0,72.69,88.5,29.24,69.58,-32.0,-7.0,7.0,-43.0,-45.0,18.0
2020-05-02,2020-05-02,1143296.0,27350.0,27966.0,34926.0,1731.0,1909.0,1909.0,268373.0,262636.0,336744.0,0.102,0.0,0.0,0.0,0.0,0.0,0.0,72.69,84.34,28.11,71.29,-34.0,-4.0,28.0,-35.0,-29.0,10.0
2020-05-03,2020-05-03,1167593.0,24297.0,27531.0,27350.0,1190.0,1912.0,1731.0,215031.0,269654.0,268373.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,72.69,68.08,26.35,57.64,-34.0,-8.0,22.0,-40.0,-31.0,8.0
2020-05-04,2020-05-04,1191678.0,24085.0,27216.0,24297.0,1379.0,1882.0,1190.0,250239.0,275907.0,215031.0,0.097,0.0,0.0,0.0,0.0,0.0,0.0,72.69,78.01,30.0,63.27,-29.0,-7.0,5.0,-44.0,-44.0,16.0
2020-05-05,2020-05-05,1216209.0,24531.0,27270.0,24085.0,2242.0,1864.0,1379.0,319658.0,279398.0,250239.0,0.094,0.0,0.0,0.0,0.0,0.0,0.0,72.69,80.55,29.8,64.79,-28.0,-3.0,5.0,-43.0,-45.0,17.0
2020-05-06,2020-05-06,1240769.0,24560.0,27264.0,24531.0,2314.0,1866.0,2242.0,358717.0,286666.0,319658.0,0.089,0.0,0.0,0.0,0.0,0.0,0.0,72.69,81.47,29.47,64.32,-29.0,-6.0,6.0,-43.0,-44.0,17.0
2020-05-07,2020-05-07,1268180.0,27411.0,26996.0,24560.0,1929.0,1851.0,2314.0,361074.0,295830.0,358717.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,72.69,85.85,30.12,68.9,-29.0,-3.0,21.0,-42.0,-44.0,17.0
2020-05-08,2020-05-08,1295019.0,26839.0,26737.0,27411.0,1763.0,1813.0,1929.0,401370.0,301405.0,361074.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,72.69,95.56,30.07,73.57,-32.0,-5.0,-2.0,-43.0,-43.0,18.0
2020-05-09,2020-05-09,1320155.0,25136.0,25582.0,26839.0,1468.0,1793.0,1763.0,335175.0,310637.0,401370.0,0.079,0.0,0.0,0.0,0.0,0.0,0.0,72.69,93.62,28.58,75.32,-30.0,7.0,9.0,-35.0,-26.0,9.0
2020-05-10,2020-05-10,1339022.0,18867.0,25266.0,25136.0,978.0,1755.0,1468.0,249085.0,320181.0,335175.0,0.076,0.0,0.0,0.0,0.0,0.0,0.0,72.69,70.41,24.77,55.76,-30.0,1.0,6.0,-37.0,-27.0,7.0
2020-05-11,2020-05-11,1358293.0,19271.0,24490.0,18867.0,1042.0,1725.0,978.0,318895.0,325045.0,249085.0,0.073,0.0,0.0,0.0,0.0,0.0,0.0,72.69,70.41,24.77,55.76,-31.0,-11.0,-3.0,-44.0,-42.0,16.0
2020-05-12,2020-05-12,1381241.0,22948.0,23802.0,19271.0,1599.0,1677.0,1042.0,419910.0,334853.0,318895.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,72.69,70.41,24.77,55.76,-28.0,-6.0,10.0,-41.0,-43.0,16.0
2020-05-13,2020-05-13,1401649.0,20408.0,23576.0,22948.0,1727.0,1585.0,1599.0,449034.0,349175.0,419910.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,72.69,91.01,30.69,76.46,-26.0,-5.0,18.0,-40.0,-42.0,16.0
2020-05-14,2020-05-14,1428467.0,26818.0,22983.0,20408.0,1796.0,1501.0,1727.0,448697.0,362078.0,449034.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,72.69,94.41,30.83,78.54,-28.0,-5.0,17.0,-42.0,-43.0,17.0
2020-05-15,2020-05-15,1453214.0,24747.0,22898.0,26818.0,1668.0,1482.0,1796.0,444912.0,374595.0,448697.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,72.69,109.51,33.06,92.87,-29.0,-7.0,21.0,-40.0,-42.0,16.0
2020-05-16,2020-05-16,1477373.0,24159.0,22599.0,24747.0,1198.0,1468.0,1668.0,365016.0,380815.0,444912.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,72.69,104.87,31.28,92.48,-30.0,-3.0,32.0,-34.0,-24.0,9.0
2020-05-17,2020-05-17,1495736.0,18363.0,22460.0,24159.0,821.0,1430.0,1198.0,304396.0,385078.0,365016.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,72.69,83.6,28.39,72.02,-30.0,-8.0,17.0,-39.0,-25.0,8.0
2020-05-18,2020-05-18,1518126.0,22390.0,22388.0,18363.0,1227.0,1407.0,821.0,353687.0,392980.0,304396.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,72.69,94.5,32.65,79.45,-26.0,-8.0,2.0,-43.0,-40.0,15.0
2020-05-19,2020-05-19,1539133.0,21007.0,22833.0,22390.0,1456.0,1434.0,1227.0,432260.0,397950.0,353687.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,72.69,99.48,32.74,84.13,-24.0,-4.0,15.0,-40.0,-41.0,15.0
2020-05-20,2020-05-20,1561830.0,22697.0,22556.0,21007.0,1501.0,1413.0,1456.0,461362.0,399715.0,432260.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,72.69,102.44,33.2,86.94,-22.0,-3.0,23.0,-38.0,-41.0,15.0
2020-05-21,2020-05-21,1587596.0,25766.0,22883.0,22697.0,1185.0,1381.0,1501.0,458770.0,401476.0,461362.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,72.69,107.95,33.67,90.55,-22.0,-1.0,31.0,-37.0,-41.0,15.0
2020-05-22,2020-05-22,1611253.0,23657.0,22733.0,25766.0,1217.0,1294.0,1185.0,490467.0,402915.0,458770.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,72.69,125.32,36.12,104.37,-24.0,-2.0,31.0,-36.0,-41.0,15.0
2020-05-23,2020-05-23,1632364.0,21111.0,22577.0,23657.0,1089.0,1229.0,1217.0,389944.0,409423.0,490467.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,72.69,115.84,33.43,101.57,-27.0,0.0,43.0,-30.0,-21.0,7.0
2020-05-24,2020-05-24,1652431.0,20067.0,22142.0,21111.0,639.0,1214.0,1089.0,346524.0,412984.0,389944.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,72.69,95.79,31.38,85.35,-25.0,-2.0,57.0,-33.0,-24.0,5.0
2020-05-25,2020-05-25,1671104.0,18673.0,22385.0,20067.0,592.0,1188.0,639.0,329602.0,419002.0,346524.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,72.69,92.54,33.08,78.61,-28.0,-8.0,60.0,-48.0,-72.0,20.0
2020-05-26,2020-05-26,1690754.0,19650.0,21854.0,18673.0,677.0,1097.0,592.0,459744.0,415561.0,329602.0,0.051,0.0,0.0,0.0,0.0,0.0,0.0,72.69,106.47,37.14,91.83,-22.0,-3.0,28.0,-37.0,-39.0,14.0
2020-05-27,2020-05-27,1709303.0,18549.0,21660.0,19650.0,1462.0,986.0,677.0,552276.0,419488.0,459744.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,72.69,108.78,36.98,93.44,-21.0,-4.0,32.0,-37.0,-38.0,14.0
2020-05-28,2020-05-28,1731625.0,22322.0,21068.0,18549.0,1101.0,980.0,1462.0,534795.0,432475.0,552276.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,72.69,111.45,36.37,94.3,-21.0,-2.0,26.0,-37.0,-38.0,14.0
2020-05-29,2020-05-29,1756098.0,24473.0,20576.0,22322.0,1133.0,968.0,1101.0,543309.0,443336.0,534795.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,72.69,127.18,38.46,109.16,-23.0,-5.0,29.0,-36.0,-37.0,14.0
2020-05-30,2020-05-30,1779731.0,23633.0,20692.0,24473.0,954.0,956.0,1133.0,451343.0,450885.0,543309.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,72.69,123.59,37.81,113.18,-24.0,-1.0,48.0,-26.0,-12.0,6.0
2020-05-31,2020-05-31,1798718.0,18987.0,21052.0,23633.0,615.0,937.0,954.0,373247.0,459656.0,451343.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,72.69,97.96,32.76,86.96,-23.0,-4.0,47.0,-30.0,-16.0,5.0
2020-06-01,2020-06-01,1816154.0,17436.0,20898.0,18987.0,776.0,933.0,615.0,437218.0,463474.0,373247.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,72.69,107.63,36.92,94.6,-18.0,-2.0,28.0,-36.0,-37.0,12.0
2020-06-02,2020-06-02,1837656.0,21502.0,20721.0,17436.0,981.0,960.0,776.0,520730.0,478847.0,437218.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,72.69,109.14,37.39,96.94,-18.0,0.0,35.0,-36.0,-37.0,13.0
2020-06-03,2020-06-03,1857511.0,19855.0,20986.0,21502.0,1010.0,1003.0,981.0,580571.0,487560.0,520730.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,72.69,111.61,37.37,96.33,-16.0,1.0,33.0,-35.0,-37.0,13.0
2020-06-04,2020-06-04,1879150.0,21639.0,21173.0,19855.0,1013.0,939.0,1010.0,616381.0,491602.0,580571.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,72.69,117.88,38.99,100.52,-18.0,1.0,40.0,-35.0,-37.0,13.0
2020-06-05,2020-06-05,1904550.0,25400.0,21075.0,21639.0,891.0,926.0,1013.0,571620.0,503257.0,616381.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,72.69,133.68,40.66,113.19,-20.0,-2.0,34.0,-34.0,-36.0,13.0
2020-06-06,2020-06-06,1925710.0,21160.0,21207.0,25400.0,642.0,891.0,891.0,463876.0,507301.0,571620.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,72.69,131.07,41.16,119.76,-21.0,1.0,51.0,-25.0,-13.0,5.0
2020-06-07,2020-06-07,1943626.0,17916.0,20854.0,21160.0,459.0,847.0,642.0,405822.0,509092.0,463876.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,72.69,105.4,37.39,91.85,-19.0,-2.0,53.0,-28.0,-16.0,4.0
2020-06-08,2020-06-08,1961263.0,17637.0,20701.0,17916.0,507.0,825.0,459.0,448594.0,513745.0,405822.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,72.69,115.92,43.32,99.64,-16.0,-2.0,39.0,-34.0,-36.0,11.0
2020-06-09,2020-06-09,1979647.0,18384.0,20730.0,17637.0,913.0,786.0,507.0,559382.0,515371.0,448594.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,72.69,118.49,43.35,101.36,-16.0,-1.0,36.0,-34.0,-36.0,12.0
2020-06-10,2020-06-10,2000757.0,21110.0,20284.0,18384.0,876.0,776.0,913.0,627432.0,520892.0,559382.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,72.69,121.12,43.35,102.98,-14.0,-1.0,40.0,-33.0,-36.0,12.0
